source,source_venue_id,name,latitude,longitude
cfbd,11823,Ryan Field,42.066894,-87.690802
cfbd,1400,Toyota Stadium,33.154224,-96.835366
cfbd,150,Jack Coffey Field,40.861432,-73.882895
cfbd,1905,DakotaDome,42.791143,-96.927749
cfbd,1930,Holt Arena,42.869986,-112.428559
cfbd,1964,JMA Wireless Dome,43.036284,-76.136360
cfbd,2023,Walkup Skydome,35.180598,-111.652899
cfbd,2031,Pitbull Stadium,25.752488,-80.377890
cfbd,2068,E. Claiborne Robins Stadium,37.580442,-77.536465
cfbd,218,FIU Stadium,25.752488,-80.377890
cfbd,3459,Red Bull Arena,40.736890,-74.150262
cfbd,347,Camp Randall Stadium,43.070053,-89.412650
cfbd,3485,Providence Park,45.521529,-122.691818
cfbd,3491,RFK Stadium,38.889839,-76.971902
cfbd,3493,Caesars Superdome,29.951049,-90.082308
cfbd,3494,The Dome at America's Center,38.632785,-90.188551
cfbd,3495,Georgia Dome,33.755412,-84.400849
cfbd,3504,Aviva Stadium,53.335225,-6.228185
cfbd,3558,Michigan Stadium,42.265828,-83.747827
cfbd,3597,Alumni Memorial Field,37.789044,-79.434887
cfbd,36,Leonidoff Field,41.719144,-73.932948
cfbd,3600,Tom Adams Field,42.355801,-83.078358
cfbd,3601,Aggie Memorial Stadium,32.279636,-106.741111
cfbd,3602,Aggie Stadium,38.537295,-121.762135
cfbd,3603,Aggie Stadium,36.081718,-79.770100
cfbd,3604,Alamodome,29.416892,-98.478895
cfbd,3605,Alerus Center,47.910800,-97.091361
cfbd,3607,Alfond Stadium,44.905049,-68.671755
cfbd,3608,Allen E. Paulson Stadium,32.412144,-81.783337
cfbd,3609,Allgood-Bailey Stadium,37.950445,-91.780910
cfbd,3610,Aloha Stadium,21.372787,-157.929912
cfbd,3611,Alumni Field (MA),42.274020,-71.811785
cfbd,3612,Alumni Memorial Stadium (NC),35.669936,-80.486283
cfbd,3613,Alumni Stadium,39.189340,-75.543204
cfbd,3614,Alumni Stadium (IN),38.718696,-85.464036
cfbd,3615,"Alumni Stadium (Chestnut Hill, MA)",42.335099,-71.166308
cfbd,3616,Amon G. Carter Stadium,32.709751,-97.368039
cfbd,3618,Apprentice Field,36.992904,-76.422932
cfbd,3619,Arizona Stadium,32.228836,-110.948780
cfbd,3620,Armstrong Stadium,37.020479,-76.333604
cfbd,3621,Arnold Field (PA),40.334741,-76.514956
cfbd,3622,GEHA Field at Arrowhead Stadium,39.048931,-94.483999
cfbd,3624,Arute Field,41.695074,-72.761625
cfbd,3625,Centennial Bank Stadium,35.848891,-90.667297
cfbd,3626,Autzen Stadium,44.058218,-123.068438
cfbd,3628,Bank of America Stadium,35.225774,-80.852828
cfbd,3629,Barker-Lane Stadium,35.404483,-78.742719
cfbd,3630,Allegacy Federal Credit Union Stadium,36.130554,-80.254632
cfbd,3632,Beaver Stadium,40.812074,-77.855942
cfbd,3633,Ben Altamirano Field,32.776068,-108.287479
cfbd,3634,Ben Hill Griffin Stadium,29.650037,-82.348767
cfbd,3635,Bill Buxton Stadium,41.364219,-93.565692
cfbd,3636,Bill Snyder Family Stadium,39.202039,-96.593776
cfbd,3638,MDU Resources Community Bowl,46.822044,-100.821533
cfbd,3640,Blackstock Stadium,39.640216,-86.868224
cfbd,3641,Blakeslee Stadium,44.144102,-93.995400
cfbd,3643,Bobcat Stadium,45.658897,-111.049402
cfbd,3644,Bobcat Stadium (TX),29.891059,-97.925553
cfbd,3646,Boone Pickens Stadium,36.125696,-97.067614
cfbd,3649,Bowman Gray Stadium,36.082647,-80.222069
cfbd,3650,Bragg Memorial Stadium,30.426079,-84.291769
cfbd,3651,Bridgeforth Stadium,38.435156,-78.873053
cfbd,3652,FBC Mortgage Stadium,28.608145,-81.192675
cfbd,3653,Albertsons Stadium,43.602725,-116.196784
cfbd,3654,Brooks Stadium (SC),33.792921,-79.017451
cfbd,3655,Brown Field,41.465638,-87.047918
cfbd,3656,Brown Stadium,41.842479,-71.394541
cfbd,3657,Bryant-Denny Stadium,33.207720,-87.550453
cfbd,3658,Buccaneer Field,32.978237,-80.067850
cfbd,3659,Bulldog Stadium (NE),40.914276,-97.087988
cfbd,3660,Valley Children's Stadium,36.814396,-119.758038
cfbd,3662,AmFirst Stadium,33.820369,-85.766126
cfbd,3664,Butler Bowl,39.844486,-86.165837
cfbd,3665,SECU Stadium,38.990299,-76.947453
cfbd,3666,Cajun Field,30.215873,-92.041736
cfbd,3667,Callaghan Stadium,37.426152,-81.003121
cfbd,3668,Campus Field,41.219304,-73.245952
cfbd,3670,Carter-Finley Stadium,35.800846,-78.719605
cfbd,3673,Lumen Field,47.595346,-122.331644
cfbd,3674,Chapman Stadium,36.148663,-95.943858
cfbd,3675,Charles A. Gaetano Stadium,43.098855,-75.268899
cfbd,3676,Christy Mathewson-Memorial Stadium,40.951867,-76.884646
cfbd,3677,Chuck Noll Field,40.290476,-79.403592
cfbd,3678,City Stadium (VA),37.393287,-79.167241
cfbd,3681,Coffey Field,40.861432,-73.882895
cfbd,3683,Kroger Field,38.022735,-84.505119
cfbd,3686,Cowboy Stadium,30.173872,-93.210345
cfbd,3687,AT&T Stadium,32.747850,-97.092834
cfbd,3688,Wildcat Stadium,43.138592,-70.939403
cfbd,3689,Cramton Bowl,32.379495,-86.293142
cfbd,3693,Davis Wade Stadium,33.456453,-88.793404
cfbd,3694,DeGol Field,40.506225,-78.637258
cfbd,3695,Delaware Stadium,39.661671,-75.748899
cfbd,3696,Dix Stadium,41.139027,-81.313675
cfbd,3697,Doak Campbell Stadium,30.438151,-84.304392
cfbd,3698,Donnell Stadium,41.025547,-83.654366
cfbd,3699,Dowdy-Ficklen Stadium,35.596464,-77.365306
cfbd,3700,Doyt L. Perry Stadium,41.378026,-83.622497
cfbd,3701,Drake Stadium,41.604982,-93.655052
cfbd,3703,Durham County Stadium,36.035233,-78.902896
cfbd,3704,E. J. Whitmire Stadium,35.304712,-83.182372
cfbd,3706,Eccles Coliseum,37.675760,-113.077085
cfbd,3710,Ernest W. Spangler Stadium,35.245368,-81.673554
cfbd,3711,Estes Stadium,35.080266,-92.460606
cfbd,3712,EverBank Stadium,30.323981,-81.637305
cfbd,3713,Falcon Stadium,38.997056,-104.843650
cfbd,3714,Fargodome,46.903022,-96.801342
cfbd,3715,FAU Stadium,26.376295,-80.101718
cfbd,3716,"Stewart """"Red"""" Faught Stadium",39.477014,-86.045895
cfbd,3718,Tom Benson Hall of Fame Stadium,40.819875,-81.398066
cfbd,3719,Northwest Stadium,38.907669,-76.864533
cfbd,3720,Finley Stadium,35.036305,-85.315715
cfbd,3721,Fisher Field,40.700936,-75.210689
cfbd,3725,"Johnny ""Red"" Floyd Stadium",35.851287,-86.368271
cfbd,3726,Folsom Field,40.009335,-105.266070
cfbd,3727,Ford Field,42.339957,-83.045617
cfbd,3730,Franklin Field,39.950067,-75.189975
cfbd,3731,Frost-Kalnow Stadium,41.108924,-83.179797
cfbd,3733,Garcelon Field,44.106212,-70.201050
cfbd,3734,Gayle and Tom Benson Stadium,29.467540,-98.470020
cfbd,3735,Gerald J. Ford Stadium,32.837790,-96.782791
cfbd,3737,Gibbs Stadium,34.962026,-81.933026
cfbd,3738,Gillette Stadium,42.090888,-71.264173
cfbd,3739,Glass Bowl,41.657185,-83.613595
cfbd,3740,Golden Lion Stadium,34.253340,-92.021486
cfbd,3741,Goodman Stadium,40.589050,-75.356204
cfbd,3744,Hancock Stadium,40.512352,-88.996386
cfbd,3745,Greater Zion Stadium,37.099546,-113.567389
cfbd,3746,Hanson Field,40.468155,-90.684110
cfbd,3747,Hantz Stadium,43.630002,-84.272613
cfbd,3748,Graham Stadium,36.344852,-88.861065
cfbd,3749,Hunter Stadium,38.787735,-90.501903
cfbd,3750,Harvard Stadium,42.366736,-71.126733
cfbd,3752,Acrisure Stadium,40.446717,-80.015720
cfbd,3754,High Point Solutions Stadium,40.513504,-74.465143
cfbd,3755,Ray and Sue Smith Stadium,42.785679,-86.089424
cfbd,3756,Homer Bryce Stadium,31.625600,-94.644401
cfbd,3757,Hornet Stadium,38.555670,-121.422954
cfbd,3758,Houck Stadium,37.309484,-89.531213
cfbd,3760,Hubert Jack Stadium,41.143626,-77.469084
cfbd,3762,Hughes Stadium,39.343907,-76.582928
cfbd,3764,Huskie Stadium,41.934075,-88.777970
cfbd,3765,Husky Stadium,47.650374,-122.301976
cfbd,3767,Indian Bowl,35.744767,-95.345083
cfbd,3768,InfoCision Stadium,41.072510,-81.508481
cfbd,3769,Jack Britt Memorial Stadium,41.729456,-81.239096
cfbd,3770,Jack Miller Stadium,40.863274,-82.326068
cfbd,3772,Jack Trice Stadium,42.014005,-93.635759
cfbd,3774,Jayne Stadium,38.192103,-83.425491
cfbd,3775,Joan C. Edwards Stadium,38.424869,-82.421009
cfbd,3776,Joe Aillet Stadium,32.532014,-92.655940
cfbd,3777,Joe Walton Stadium,40.521104,-80.215974
cfbd,3781,Johnny Unitas Stadium,39.388548,-76.615859
cfbd,3782,Johnson Hagood Stadium,32.793688,-79.955860
cfbd,3784,Jones AT&T Stadium,33.591252,-101.872950
cfbd,3785,Jordan-Hare Stadium,32.602162,-85.489161
cfbd,3786,Kelly/Shorts Stadium,43.577623,-84.771051
cfbd,3787,Kenan Stadium,35.906943,-79.047820
cfbd,3791,Kibbie Dome,46.726241,-117.017437
cfbd,3792,Kidd Brewer Stadium,36.211489,-81.685572
cfbd,3793,Kinnick Stadium,41.658625,-91.551192
cfbd,3795,Kyle Field,30.609855,-96.341387
cfbd,3797,Ladd Peebles Stadium,30.673057,-88.075635
cfbd,3798,Lambeau Field,44.500971,-88.061968
cfbd,3799,Lane Stadium,37.219892,-80.418004
cfbd,3800,Larry Wilcox Stadium,39.577335,-95.112786
cfbd,3801,LaVell Edwards Stadium,40.257319,-111.654578
cfbd,3803,Legion Field,33.511485,-86.842827
cfbd,3805,Simmons Bank Liberty Stadium,35.121130,-89.977415
cfbd,3806,Lincoln Financial Field,39.900910,-75.167489
cfbd,3809,Louis Crews Stadium,34.783607,-86.578509
cfbd,3810,Nissan Stadium,36.166524,-86.771315
cfbd,3812,Lucas Oil Stadium,39.759062,-86.163838
cfbd,3813,"Luther ""Nick"" Jeralds Stadium",35.075528,-78.896595
cfbd,3814,M&T Bank Stadium,39.277973,-76.622665
cfbd,3815,M. M. Roberts Stadium,30.531940,-89.685194
cfbd,3816,Mackay Stadium,39.546892,-119.817398
cfbd,3817,Malone Stadium,32.530899,-92.066040
cfbd,3818,Malosky Stadium,46.819461,-92.079623
cfbd,3819,Bowditch Field,42.293829,-71.425313
cfbd,3820,Gesa Field,46.731829,-117.160439
cfbd,3823,Hardee-McGee Field,35.209226,-85.922226
cfbd,3824,Meade Stadium,41.487963,-71.534691
cfbd,3825,DATCU Stadium,33.203940,-97.159420
cfbd,3826,Memorial Field,43.701297,-72.284245
cfbd,3827,"Memorial Stadium (Stephenville, TX)",32.215049,-98.223546
cfbd,3829,Memorial Stadium,39.474909,-87.366992
cfbd,3830,"Memorial Stadium (Bloomington, IN)",39.180894,-86.525642
cfbd,3831,California Memorial Stadium,37.870995,-122.250736
cfbd,3832,"Memorial Stadium (Champaign, IL)",40.099286,-88.235961
cfbd,3833,Memorial Stadium,38.963079,-95.246286
cfbd,3834,"Memorial Stadium (Lincoln, NE)",40.820718,-96.704756
cfbd,3835,"Memorial Stadium (Norman, OK)",35.205679,-97.442264
cfbd,3836,"Memorial Stadium (Clemson, SC)",34.678767,-82.843426
cfbd,3837,"Memorial Stadium (Selma, AL)",32.404528,-87.041969
cfbd,3838,Memorial Stadium,38.935847,-92.333283
cfbd,3839,MetLife Stadium,40.813507,-74.074344
cfbd,3841,Michie Stadium,41.387302,-73.964292
cfbd,3842,Milan Puskar Stadium,39.650184,-79.954988
cfbd,3844,Morris Field,41.429085,-88.420576
cfbd,3847,Cooper Field,38.908049,-77.075299
cfbd,3850,Municipal Stadium,29.172821,-81.117497
cfbd,3851,Mustang Stadium,39.428455,-76.779522
cfbd,3852,Navy-Marine Corps Memorial Stadium,38.984757,-76.507076
cfbd,3853,Neyland Stadium,35.955065,-83.925987
cfbd,3854,Nippert Stadium,39.131121,-84.516230
cfbd,3855,Notre Dame Stadium,41.698423,-86.233958
cfbd,3856,Nottingham Field,40.403312,-104.705143
cfbd,3859,Offutt Field,40.302310,-79.539546
cfbd,3860,O'Harra Stadium,44.073269,-103.202660
cfbd,3861,Ohio Stadium,40.001646,-83.019737
cfbd,3862,O'Kelly-Riddick Stadium,35.973877,-78.897034
cfbd,3864,Oliver C. Dawson Stadium,33.498650,-80.844723
cfbd,3868,Paladin Stadium,34.920100,-82.437228
cfbd,3869,Palmetto Ridge High School,26.296088,-81.576954
cfbd,3870,Panther Stadium (OH),39.912082,-82.732847
cfbd,3873,L&N Federal Credit Union Stadium,38.206016,-85.758773
cfbd,3874,Paul Brown Stadium,39.095464,-84.516049
cfbd,3875,Paul Laird Field,34.005881,-96.374817
cfbd,3876,Peden Stadium,39.321113,-82.103025
cfbd,3877,Pioneer Stadium,42.254929,-77.802617
cfbd,3879,TowneBank Stadium,37.064408,-76.499280
cfbd,3882,Provost Umphrey Stadium,30.043147,-94.069884
cfbd,3884,RAM Stadium,33.867881,-83.925634
cfbd,3885,Harvey Randall Wickes Memorial Stadium,43.510920,-83.954453
cfbd,3886,Raymond James Stadium,27.975979,-82.503355
cfbd,3887,Razorback Stadium,36.067977,-94.178132
cfbd,3889,Reinhart Field,40.807487,-73.797746
cfbd,3891,NRG Stadium,29.684858,-95.410802
cfbd,3892,Pratt & Whitney Stadium,41.759626,-72.618827
cfbd,3893,Reser Stadium,44.559562,-123.281475
cfbd,3894,Rhodes Stadium,36.110144,-79.507803
cfbd,3895,Rice Stadium,29.716323,-95.409324
cfbd,3897,Richardson Stadium,35.499599,-80.842848
cfbd,3904,Rogers Stadium (VA),37.240987,-77.422092
cfbd,3905,Maverik Stadium,41.751937,-111.811670
cfbd,3906,Roos Field,47.492661,-117.588053
cfbd,3907,Ross-Ade Stadium,40.434568,-86.918495
cfbd,3908,Roy Kidd Stadium,37.734417,-84.297535
cfbd,3909,Roy Stewart Stadium,36.621285,-88.317479
cfbd,3910,DKR-Texas Memorial Stadium,30.283841,-97.732623
cfbd,3911,Ryan Field,42.066894,-87.690802
cfbd,3912,Rynearson Stadium,42.255872,-83.647375
cfbd,3913,Saluki Stadium,37.708637,-89.216215
cfbd,3914,Sam Boyd Stadium,36.086269,-115.016736
cfbd,3917,Sanford Stadium,33.949785,-83.373209
cfbd,3919,Scheumann Stadium,40.216007,-85.416825
cfbd,3921,Schoellkopf Field,42.444022,-76.478358
cfbd,3922,Kenneth R. Gill Stadium,39.584929,-77.004379
cfbd,3923,Scott Stadium,38.030925,-78.513610
cfbd,3925,Seibert Stadium,33.463408,-86.795236
cfbd,3926,Setzler Field,34.286188,-81.622517
cfbd,3927,Sherman Field,47.110199,-88.550029
cfbd,3928,Shotwell Stadium,32.433730,-99.698198
cfbd,3932,Qualcomm Stadium,32.781943,-117.084448
cfbd,3933,Soldier Field,41.862451,-87.616715
cfbd,3935,CEFCU Stadium,37.319690,-121.868314
cfbd,3936,Spartan Stadium,42.728165,-84.485762
cfbd,3938,Sports Complex (OH),39.123472,-84.567805
cfbd,3940,Stanford Stadium,37.434526,-122.161987
cfbd,3942,Stewart Stadium,41.191897,-111.940068
cfbd,3944,Strawberry Stadium,30.510928,-90.468576
cfbd,3945,Strong Stadium,42.501404,-89.017054
cfbd,3946,Sun Bowl,31.785266,-106.506260
cfbd,3947,Mountain America Stadium,33.426310,-111.932659
cfbd,3948,Hard Rock Stadium,25.957903,-80.238850
cfbd,3950,Superior Dome,46.560320,-87.393710
cfbd,3953,Huntington Bank Stadium,44.976540,-93.224077
cfbd,3957,Tiger Stadium (AL),32.588796,-88.188447
cfbd,3958,Tiger Stadium (LA),30.411977,-91.183830
cfbd,3960,Top Taggart Field,43.684869,-85.480268
cfbd,3962,Tucker Stadium,36.178090,-85.506188
cfbd,3963,Harry Turpin Stadium,31.747509,-93.096211
cfbd,3967,UNI-Dome,42.515687,-92.467261
cfbd,3969,University Field (NY),42.678490,-73.823540
cfbd,3970,State Farm Stadium,33.527796,-112.262672
cfbd,3971,University Stadium (NM),35.066918,-106.628246
cfbd,3973,FirstBank Stadium,36.143920,-86.808920
cfbd,3974,Vaught-Hemingway Stadium,34.361982,-89.534152
cfbd,3975,Veterans Memorial Stadium (AL),31.799600,-85.951963
cfbd,3976,Mississippi Veterans Memorial Stadium,32.329670,-90.179812
cfbd,3980,Waldo Stadium,42.285762,-85.601120
cfbd,3982,Wallace Wade Stadium,35.995446,-78.941889
cfbd,3983,War Memorial Stadium (AR),34.749829,-92.330782
cfbd,3984,War Memorial Stadium,41.311608,-105.568159
cfbd,3985,Warren McGuirk Alumni Stadium,42.377265,-72.536024
cfbd,3987,Washington-Grizzly Stadium,46.863986,-113.981401
cfbd,3988,Welcome Stadium,39.736927,-84.198112
cfbd,3990,William H. Greene Stadium,38.925662,-77.020737
cfbd,3991,"William Dick"""" Price Stadium""""",36.847392,-76.260013
cfbd,3992,Williams Stadium (VA),37.354307,-79.174920
cfbd,3994,Williams-Brice Stadium,33.973117,-81.019156
cfbd,3996,Yager Stadium,39.519415,-84.733086
cfbd,3997,Yale Bowl,41.313227,-72.960485
cfbd,3998,Zable Stadium,37.272974,-76.714400
cfbd,4013,Camping World Stadium,28.539040,-81.402750
cfbd,4014,Moretz Stadium,35.741295,-81.329400
cfbd,4015,Barron Stadium,34.257058,-85.176927
cfbd,4029,Hale Stadium,36.168265,-86.826886
cfbd,4102,Yankee Stadium,40.829583,-73.926521
cfbd,4113,Tropicana Field,27.768056,-82.653276
cfbd,4133,Braly Municipal Stadium,34.810740,-87.670761
cfbd,4134,Salem Stadium,37.287984,-80.036704
cfbd,4205,Petco Park,32.707187,-117.156913
cfbd,4221,Target Field,44.981685,-93.277864
cfbd,4223,Marlins Park,25.778073,-80.219554
cfbd,4245,Fenway Park,42.346461,-71.097100
cfbd,4246,Center Parc Stadium,33.735527,-84.388651
cfbd,4250,Wrigley Field,41.948185,-87.655559
cfbd,4251,Chase Field,33.445486,-112.066693
cfbd,4258,Dignity Health Sports Park,33.862286,-118.262912
cfbd,4418,Jerry Richardson Stadium,35.310474,-80.740076
cfbd,4419,Bob Ford Field,42.680804,-73.827287
cfbd,4426,Matador Stadium,29.578052,-97.944908
cfbd,4427,John A. Farrell Stadium,39.936931,-75.601793
cfbd,4429,Seth Grove Stadium,40.064224,-77.525524
cfbd,4435,Robert B. Redman Stadium,41.017225,-76.448812
cfbd,4436,Adamson Stadium,40.048997,-79.899072
cfbd,4437,"Memorial Stadium (Clarion, PA)",41.220244,-79.393858
cfbd,4438,O'Shields-Stevenson Stadium,39.931191,-75.532273
cfbd,4439,Eiler-Martin Stadium,40.993640,-75.172680
cfbd,4440,Sox Harrison Stadium,41.875419,-80.117309
cfbd,4441,McConnell Family Stadium,42.129021,-80.091386
cfbd,4463,Crusader Stadium,31.067206,-97.466847
cfbd,4582,Hornet Stadium,32.364797,-86.298635
cfbd,4583,Razorback Stadium (Texarkana),33.438652,-94.023392
cfbd,4617,Bristol Motor Speedway,36.515656,-82.257064
cfbd,4727,McLane Stadium,31.558225,-97.115682
cfbd,4729,Yulman Stadium,29.944651,-90.116051
cfbd,4737,Croke Park Stadium,53.360358,-6.250981
cfbd,4738,Levi's Stadium,37.402987,-121.969649
cfbd,4747,Abbott Memorial Alumni Stadium,32.424866,-85.705388
cfbd,4749,McPherson Memorial Stadium,39.717056,-83.874175
cfbd,4750,The Reservation,35.067065,-81.679639
cfbd,4753,Greene Stadium,39.247382,-94.410011
cfbd,4757,Edwards-Maurer Field,39.937754,-83.812125
cfbd,4762,Memorial Stadium (Commerce TX),33.245839,-95.910067
cfbd,4765,Hillsboro Stadium,45.554386,-122.906988
cfbd,477,Los Angeles Memorial Coliseum,34.013916,-118.287800
cfbd,4779,Thomas A. Robinson National Stadium,25.054362,-77.360337
cfbd,4829,John Clark Field,33.063412,-96.702200
cfbd,4851,Bazemore-Hyder Stadium,30.845826,-83.283858
cfbd,4852,Neta and Eddie DeRose ThunderBowl,38.310150,-104.570472
cfbd,4853,Scott D. Miller Stadium,39.166987,-75.533805
cfbd,4854,Perkins Stadium,42.846994,-88.744982
cfbd,4855,Leslie C. Quick Jr. Stadium,39.867930,-75.354685
cfbd,4856,Mount Union Stadium,40.902765,-81.112525
cfbd,4899,Fifth Third Stadium,34.028787,-84.567798
cfbd,4900,Kermit Tipton Stadium,36.326900,-82.376631
cfbd,499,Cotton Bowl,32.779612,-96.759602
cfbd,5015,Turner Stadium,40.456285,-85.501196
cfbd,5096,Toyota Stadium,38.204589,-84.544476
cfbd,5115,McCully Stadium,41.867526,-88.096017
cfbd,5116,O'Shaughnessy Stadium,44.943834,-93.191623
cfbd,5117,Clemens Stadium,45.582629,-94.391747
cfbd,5118,Redwood Bowl,40.876608,-124.076098
cfbd,5119,Maxwell Field,45.198849,-123.197181
cfbd,5121,University of Charleston Stadium,38.344257,-81.615237
cfbd,5122,Shuford Stadium,35.692354,-80.486300
cfbd,5123,Little Giant Stadium,40.035910,-86.907795
cfbd,5124,Homewood Field,39.333484,-76.620872
cfbd,5127,Gene L. Shirk Stadium,40.361262,-75.912761
cfbd,5133,Ram Stadium (WV),39.434111,-77.806044
cfbd,5134,Bearcat Stadium,40.350654,-94.885916
cfbd,5221,ANZ Stadium,-33.847108,151.063385
cfbd,5237,Dana J. Dykhouse Stadium,44.321016,-96.780341
cfbd,5238,Panther Stadium,30.091178,-95.994367
cfbd,5239,U.S. Bank Stadium,44.975110,-93.259339
cfbd,5263,Steele Stadium,37.742265,-87.119875
cfbd,5319,SunTrust Park,33.890738,-84.467616
cfbd,5348,Mercedes-Benz Stadium,33.755412,-84.400849
cfbd,5363,Allianz Stadium,-33.889157,151.225135
cfbd,538,StubHub Center,33.864239,-118.261079
cfbd,5388,Canvas Stadium,40.569831,-105.088506
cfbd,5389,Kessler Stadium,40.279343,-74.009508
cfbd,5400,William B. Greene Jr. Stadium,36.298560,-82.375034
cfbd,5440,Wildcat Stadium (TX),32.473514,-99.709022
cfbd,5636,Wright Stadium,42.459722,-75.072817
cfbd,5637,Vendetti Field,42.042640,-71.927740
cfbd,5780,Altra Federal Credit Union Stadium,44.044196,-91.644677
cfbd,5781,Irwin Belk Stadium,34.994673,-80.445360
cfbd,5782,Mountaineer Bowl,38.552670,-106.918714
cfbd,5786,Sprankle-Sprandel Stadium,42.241093,-84.740779
cfbd,5787,Docking Stadium,41.897629,-84.065408
cfbd,5788,Merrill Field at Yunevich Stadium,42.260012,-77.785047
cfbd,5791,Turf Field,40.356623,-75.971092
cfbd,5793,Macholtz Stadium,40.116399,-85.661175
cfbd,5795,Edor Nelson Field,44.965035,-93.238537
cfbd,5801,George Finnie Stadium,41.373928,-81.847566
cfbd,5802,Belhaven Bowl Stadium,32.320462,-90.170008
cfbd,5805,Alumni Field (OH),40.898698,-83.900866
cfbd,5806,Whittier Field,43.908033,-69.955106
cfbd,5807,Brevard Memorial Stadium,35.216090,-82.734668
cfbd,5809,J. Leslie Rollins Stadium,42.639046,-95.209017
cfbd,5810,Coyer Field,42.935844,-78.887434
cfbd,5811,William Rolland Stadium,34.226195,-118.879292
cfbd,5812,Bernlohr Stadium,39.955811,-82.934646
cfbd,5813,Klein Field at Manitou,44.461977,-93.179079
cfbd,5814,Gesling Stadium,40.443218,-79.940227
cfbd,5815,Schneider Stadium,43.004789,-88.229879
cfbd,5816,Art Keller Field,42.620019,-87.823065
cfbd,5817,Ron and Joyce Schipper Stadium,41.404842,-92.928144
cfbd,5818,Farris Stadium,37.642742,-84.780633
cfbd,5822,Cadet Memorial Field,41.372169,-72.099010
cfbd,5823,Clark Field,41.991097,-91.657047
cfbd,5824,Lions Stadium,40.267208,-74.778621
cfbd,5827,Tomasini Stadium,43.256192,-87.917332
cfbd,5832,Justin F. Coressel Stadium,41.299264,-84.353503
cfbd,5835,Biddle Field,40.201889,-77.204414
cfbd,5836,Chalmers Field,42.495207,-90.696409
cfbd,5838,Ornelas Stadium,32.561493,-94.376361
cfbd,5839,Langhorst Field,41.897286,-87.947773
cfbd,5842,Robert T. Shields Field,40.776410,-74.437846
cfbd,5844,McAfee Field,47.129935,-88.601986
cfbd,5847,Sponaugle-Williamson Field,40.049253,-76.318762
cfbd,5848,Hotchkiss Field,38.906847,-76.991722
cfbd,5850,Stoffer Family Stadium,45.305118,-122.967738
cfbd,5852,Jamieson Stadium,36.085857,-79.816427
cfbd,5853,Francis Field (IL),38.880920,-89.405781
cfbd,5854,Hoernemann Stadium,41.113679,-83.164518
cfbd,5855,Charles A. Henry Field,41.311473,-81.140708
cfbd,5857,Gordon Wood Stadium,31.667080,-98.978783
cfbd,5859,Tucci Stadium,40.494952,-88.989035
cfbd,5862,Butterfield Stadium,42.418333,-76.500278
cfbd,5866,Rex Stadium,37.474607,-105.881006
cfbd,5868,Ronald J. Abdow Field,42.117338,-72.553111
cfbd,5869,LeGrand Stadium at 1st Community Credit Union Field,31.435606,-100.458071
cfbd,587,Rice-Eccles Stadium,40.759854,-111.848919
cfbd,5871,Convoy Leslie Cotton Boll Stadium,33.593272,-91.811169
cfbd,5872,Kirkeby-Over Stadium,43.519423,-96.743113
cfbd,5874,Chet Anderson Stadium,47.483848,-94.871914
cfbd,5875,Charlie W. Johnson Stadium,34.018223,-81.010724
cfbd,5877,Lyle Hare Stadium,44.498411,-103.870347
cfbd,5879,Tomlinson Stadium,47.008697,-120.539096
cfbd,5884,Buffalo Stadium,34.986123,-101.911840
cfbd,5888,University Stadium (GA),33.580013,-85.120634
cfbd,5889,Carpenter-Haygood Stadium,34.134651,-93.063380
cfbd,5890,Lewis Field Stadium,38.866485,-99.339039
cfbd,5891,Wilkins Stadium,33.294428,-93.235151
cfbd,5892,Armfield Athletic Center,36.091724,-79.886003
cfbd,5893,Hollingsworth Field,44.325408,-93.973792
cfbd,5895,Klas Field,44.968259,-93.165263
cfbd,5896,Lewis C. Everett Stadium,37.245088,-78.459768
cfbd,5897,Francis Field (MO),38.583078,-90.301665
cfbd,5898,John Coughlin Memorial Field,42.268303,-71.845681
cfbd,5899,"Alumni Stadium (Worcester, MA)",42.335099,-71.166308
cfbd,5900,Don and Nona Williams Stadium,44.868123,-91.928856
cfbd,5904,Angell Field,42.287061,-85.607623
cfbd,5906,McBride Field,40.372290,-82.392554
cfbd,5907,McCarthy Stadium (Wilkes Barre),41.233284,-75.861013
cfbd,5910,Callaway Stadium,33.026628,-85.044197
cfbd,5911,Ralph E. Davis Pioneer Stadium,42.727873,-90.486869
cfbd,5914,Veterans Memorial Stadium (WI),43.816159,-91.227278
cfbd,5915,Farwell Field,42.244595,-87.833294
cfbd,5916,Carson Park,44.807372,-91.521843
cfbd,5917,Ratliff Stadium,31.920889,-102.364540
cfbd,5918,Taylor Field,43.843491,-87.887535
cfbd,5920,Griswold Stadium,45.451881,-122.672660
cfbd,5921,Rock Bowl,42.505077,-90.680611
cfbd,5922,Wildcat Field,31.325024,-92.423256
cfbd,5925,David Person Field,41.248056,-77.001667
cfbd,5928,Macalester Stadium,44.935184,-93.168060
cfbd,5929,Ritchie Field,44.387721,-68.801158
cfbd,5931,Don Drumm Stadium,39.413298,-81.445146
cfbd,5932,Lloyd L. Thornton Stadium,35.749214,-83.963576
cfbd,5933,Sea Foam Stadium,44.950403,-93.158124
cfbd,5936,Koi Ishto Stadium,34.772035,-96.659988
cfbd,5940,Clean Harbors Stadium,41.740295,-70.622806
cfbd,5941,Roebuck Stadium,36.282865,-76.219211
cfbd,5945,Wildcat Stadium (GA),32.533596,-83.895390
